Pairs,SKU,Amount,Title,Inventory,Count of SKUs
372.52 K units - $ 12.68 M,Fungistop,3602046.0,Fungistop,75191.0,
383.3 K units - $ 12.68 M,Fungistop,3692254.0,Fungistop,53708.0,
386.48 K units - $ 12.68 M,Fungistop,3206675.0,Fungistop,56459.0,
387.92 K units - $ 12.68 M,Fungistop,3914823.0,Fungistop,70593.0,
399.16 K units - $ 12.68 M,Fungistop,3371697.0,Fungistop,50252.0,
412.57 K units - $ 12.68 M,Fungistop,3985202.0,Fungistop,57889.0,
428.71 K units - $ 12.68 M,Fungistop,3519894.0,Fungistop,76219.0,
430.34 K units - $ 12.68 M,Fungistop,3805226.0,Fungistop,54511.0,
56.62 K units - $ 11.48 M,Fungistop,3227029.0,Fungistop,41702.0,
57.37 K units - $ 8.99 M,Fungistop,1155899.0,Fungistop,35298.0,
59.06 K units - $ 9.04 M,Fungistop,1946598.0,Fungistop,47857.0,
79.74 K units - $ 11.54 M,Fungistop,3190100.0,Fungistop,39106.0,
79.97 K units - $ 12.1 M,Fungistop,3480571.0,Fungistop,38616.0,
86.04 K units - $ 12.49 M,Fungistop,3042343.0,Fungistop,35119.0,
102.83 K units - $ 12.12 M,Diabecheck,3631940.0,Diabecheck,42190.0,
106.1 K units - $ 11.7 M,Diabecheck,3475287.0,Diabecheck,35812.0,
110.15 K units - $ 12.28 M,Diabecheck,3890530.0,Diabecheck,45610.0,
126.13 K units - $ 12.06 M,Diabecheck,3522890.0,Diabecheck,35053.0,
126.71 K units - $ 12.88 M,Diabecheck,3178117.0,Diabecheck,45004.0,
133.63 K units - $ 12.3 M,Diabecheck,3106907.0,Diabecheck,31273.0,
138.04 K units - $ 12.27 M,Diabecheck,3455698.0,Diabecheck,37619.0,
149.95 K units - $ 12.8 M,Diabecheck,3785348.0,Diabecheck,40952.0,
164.12 K units - $ 12.42 M,Diabecheck,3416217.0,Diabecheck,37581.0,
167.92 K units - $ 12.65 M,Diabecheck,3365052.0,Diabecheck,49691.0,
169.96 K units - $ 12.56 M,Diabecheck,3595452.0,Diabecheck,48279.0,
176.76 K units - $ 12.43 M,Diabecheck,3235919.0,Diabecheck,34512.0,
189.34 K units - $ 12.45 M,Diabecheck,3004478.0,Diabecheck,44881.0,
191.2 K units - $ 12.64 M,Diabecheck,3747120.0,Diabecheck,42399.0,
197.89 K units - $ 12.68 M,Diabecheck,3022693.0,Diabecheck,36708.0,
2.37 K units - $ 0.21 M,Diabecheck,51031.0,Diabecheck,409.0,
206.77 K units - $ 12.42 M,Diabecheck,3116832.0,Diabecheck,78281.0,
210.32 K units - $ 12.66 M,Diabecheck,3325382.0,Diabecheck,87669.0,
220.48 K units - $ 12.68 M,Diabecheck,3596205.0,Diabecheck,86721.0,
230.01 K units - $ 12.58 M,Diabecheck,3284119.0,Diabecheck,89898.0,
230.48 K units - $ 12.62 M,Diabecheck,3698504.0,Diabecheck,69030.0,
230.71 K units - $ 12.68 M,Diabecheck,3208365.0,Diabecheck,89650.0,
246.46 K units - $ 12.68 M,Diabecheck,3830345.0,Diabecheck,82533.0,
248.06 K units - $ 12.63 M,Diabecheck,3911372.0,Diabecheck,52070.0,
252.66 K units - $ 12.63 M,Diabecheck,3315430.0,Diabecheck,78870.0,
255.81 K units - $ 12.68 M,Diabecheck,3738192.0,Diabecheck,61477.0,
258.44 K units - $ 12.59 M,Diabecheck,3972292.0,Diabecheck,73552.0,
262.25 K units - $ 12.65 M,Diabecheck,3040944.0,Diabecheck,79528.0,
262.67 K units - $ 12.68 M,Diabecheck,3019063.0,Diabecheck,66896.0,
263.77 K units - $ 12.68 M,Diabecheck,3330816.0,Diabecheck,89010.0,
276.49 K units - $ 12.68 M,Diabecheck,3829225.0,Diabecheck,73686.0,
284.13 K units - $ 12.65 M,Diabecheck,3236655.0,Diabecheck,78976.0,
284.56 K units - $ 12.68 M,Diabecheck,3228051.0,Diabecheck,56415.0,
291.63 K units - $ 12.68 M,Diabecheck,3416365.0,Diabecheck,67158.0,
293.17 K units - $ 12.68 M,Diabecheck,3106010.0,Diabecheck,54585.0,
297.66 K units - $ 12.68 M,Diabecheck,3335433.0,Diabecheck,68930.0,
299.79 K units - $ 12.68 M,Diabecheck,3098752.0,Diabecheck,71494.0,
30.62 K units - $ 6.84 M,Diabecheck,1298952.0,Diabecheck,367.0,
31.44 K units - $ 6.87 M,Diabecheck,1018952.0,Diabecheck,384.0,
312.59 K units - $ 12.68 M,Diabecheck,3737651.0,Diabecheck,64067.0,
313.73 K units - $ 12.64 M,Diabecheck,3311453.0,Diabecheck,84889.0,
318.18 K units - $ 12.68 M,Diabecheck,3732320.0,Diabecheck,83709.0,
320.58 K units - $ 12.68 M,Diabecheck,3146500.0,Diabecheck,53711.0,
328.67 K units - $ 12.68 M,Diabecheck,3610758.0,Diabecheck,83633.0,
334.41 K units - $ 12.68 M,Diabecheck,3635546.0,Diabecheck,65400.0,
337.18 K units - $ 12.68 M,Diabecheck,3798976.0,Diabecheck,85642.0,
347.51 K units - $ 12.68 M,Diabecheck,3109556.0,Diabecheck,57025.0,
351.36 K units - $ 12.68 M,Diabecheck,3896825.0,Diabecheck,75339.0,
352.61 K units - $ 12.68 M,Diabecheck,3548601.0,Diabecheck,81414.0,
355.54 K units - $ 12.68 M,Diabecheck,3964471.0,Diabecheck,75499.0,
363.26 K units - $ 12.68 M,Diabecheck,3330973.0,Diabecheck,87739.0,
372.52 K units - $ 12.68 M,Diabecheck,3201648.0,Diabecheck,75533.0,
383.3 K units - $ 12.68 M,Diabecheck,3775713.0,Diabecheck,61333.0,
386.48 K units - $ 12.68 M,Diabecheck,3595475.0,Diabecheck,67535.0,
387.92 K units - $ 12.68 M,Diabecheck,3842536.0,Diabecheck,52110.0,
399.16 K units - $ 12.68 M,Diabecheck,3394395.0,Diabecheck,83066.0,
412.57 K units - $ 12.68 M,Diabecheck,3981236.0,Diabecheck,63747.0,
428.71 K units - $ 12.68 M,Diabecheck,3274312.0,Diabecheck,59956.0,
430.34 K units - $ 12.68 M,Diabecheck,3191834.0,Diabecheck,57553.0,
56.62 K units - $ 11.48 M,Diabecheck,3956069.0,Diabecheck,35225.0,
57.37 K units - $ 8.99 M,Diabecheck,1632792.0,Diabecheck,30581.0,
59.06 K units - $ 9.04 M,Diabecheck,1307602.0,Diabecheck,31763.0,
79.74 K units - $ 11.54 M,Diabecheck,3112857.0,Diabecheck,45431.0,
79.97 K units - $ 12.1 M,Diabecheck,3254691.0,Diabecheck,36770.0,
86.04 K units - $ 12.49 M,Diabecheck,3388337.0,Diabecheck,40533.0,
102.83 K units - $ 12.12 M,Immunoboost,3627172.0,Immunoboost,38770.0,
106.1 K units - $ 11.7 M,Immunoboost,3824115.0,Immunoboost,32385.0,
110.15 K units - $ 12.28 M,Immunoboost,3856922.0,Immunoboost,33071.0,
126.13 K units - $ 12.06 M,Immunoboost,3342593.0,Immunoboost,38332.0,
126.71 K units - $ 12.88 M,Immunoboost,3833990.0,Immunoboost,35278.0,
133.63 K units - $ 12.3 M,Immunoboost,3580128.0,Immunoboost,48206.0,
138.04 K units - $ 12.27 M,Immunoboost,3888764.0,Immunoboost,38202.0,
149.95 K units - $ 12.8 M,Immunoboost,3073876.0,Immunoboost,31151.0,
164.12 K units - $ 12.42 M,Immunoboost,3908899.0,Immunoboost,34205.0,
167.92 K units - $ 12.65 M,Immunoboost,3724060.0,Immunoboost,36468.0,
169.96 K units - $ 12.56 M,Immunoboost,3637369.0,Immunoboost,49175.0,
176.76 K units - $ 12.43 M,Immunoboost,3995892.0,Immunoboost,30362.0,
189.34 K units - $ 12.45 M,Immunoboost,3100995.0,Immunoboost,34203.0,
191.2 K units - $ 12.64 M,Immunoboost,3768184.0,Immunoboost,41036.0,
197.89 K units - $ 12.68 M,Immunoboost,3681335.0,Immunoboost,46706.0,
2.37 K units - $ 0.21 M,Immunoboost,43907.0,Immunoboost,374.0,
206.77 K units - $ 12.42 M,Immunoboost,3141479.0,Immunoboost,57364.0,
210.32 K units - $ 12.66 M,Immunoboost,3544740.0,Immunoboost,86674.0,
220.48 K units - $ 12.68 M,Immunoboost,3359626.0,Immunoboost,52110.0,
230.01 K units - $ 12.58 M,Immunoboost,3118612.0,Immunoboost,66903.0,
230.48 K units - $ 12.62 M,Immunoboost,3612984.0,Immunoboost,60168.0,
230.71 K units - $ 12.68 M,Immunoboost,3243777.0,Immunoboost,51177.0,
246.46 K units - $ 12.68 M,Immunoboost,3062717.0,Immunoboost,78709.0,
248.06 K units - $ 12.63 M,Immunoboost,3433090.0,Immunoboost,89745.0,
252.66 K units - $ 12.63 M,Immunoboost,3667936.0,Immunoboost,53845.0,
255.81 K units - $ 12.68 M,Immunoboost,3432183.0,Immunoboost,82743.0,
258.44 K units - $ 12.59 M,Immunoboost,3075175.0,Immunoboost,67934.0,
262.25 K units - $ 12.65 M,Immunoboost,3083985.0,Immunoboost,78950.0,
262.67 K units - $ 12.68 M,Immunoboost,3317604.0,Immunoboost,83971.0,
263.77 K units - $ 12.68 M,Immunoboost,3944161.0,Immunoboost,68402.0,
276.49 K units - $ 12.68 M,Immunoboost,3288691.0,Immunoboost,70806.0,
284.13 K units - $ 12.65 M,Immunoboost,3765606.0,Immunoboost,85255.0,
284.56 K units - $ 12.68 M,Immunoboost,3497104.0,Immunoboost,72149.0,
291.63 K units - $ 12.68 M,Immunoboost,3594733.0,Immunoboost,53129.0,
293.17 K units - $ 12.68 M,Immunoboost,3987544.0,Immunoboost,71474.0,
297.66 K units - $ 12.68 M,Immunoboost,3396194.0,Immunoboost,66067.0,
299.79 K units - $ 12.68 M,Immunoboost,3587973.0,Immunoboost,73991.0,
30.62 K units - $ 6.84 M,Immunoboost,1416227.0,Immunoboost,540.0,
31.44 K units - $ 6.87 M,Immunoboost,1253857.0,Immunoboost,359.0,
312.59 K units - $ 12.68 M,Immunoboost,3809668.0,Immunoboost,80804.0,
313.73 K units - $ 12.64 M,Immunoboost,3535258.0,Immunoboost,58127.0,
318.18 K units - $ 12.68 M,Immunoboost,3797254.0,Immunoboost,73354.0,
320.58 K units - $ 12.68 M,Immunoboost,3377443.0,Immunoboost,89138.0,
328.67 K units - $ 12.68 M,Immunoboost,3071359.0,Immunoboost,67383.0,
334.41 K units - $ 12.68 M,Immunoboost,3861469.0,Immunoboost,81468.0,
337.18 K units - $ 12.68 M,Immunoboost,3940489.0,Immunoboost,86180.0,
347.51 K units - $ 12.68 M,Immunoboost,3955671.0,Immunoboost,81468.0,
351.36 K units - $ 12.68 M,Immunoboost,3402370.0,Immunoboost,50952.0,
352.61 K units - $ 12.68 M,Immunoboost,3080124.0,Immunoboost,60854.0,
355.54 K units - $ 12.68 M,Immunoboost,3268596.0,Immunoboost,80758.0,
363.26 K units - $ 12.68 M,Immunoboost,3267825.0,Immunoboost,78179.0,
372.52 K units - $ 12.68 M,Immunoboost,3400470.0,Immunoboost,82815.0,
383.3 K units - $ 12.68 M,Immunoboost,3701506.0,Immunoboost,69337.0,
386.48 K units - $ 12.68 M,Immunoboost,3043276.0,Immunoboost,56659.0,
387.92 K units - $ 12.68 M,Immunoboost,3466337.0,Immunoboost,88962.0,
399.16 K units - $ 12.68 M,Immunoboost,3336668.0,Immunoboost,69730.0,
412.57 K units - $ 12.68 M,Immunoboost,3850195.0,Immunoboost,75225.0,
428.71 K units - $ 12.68 M,Immunoboost,3539824.0,Immunoboost,88341.0,
430.34 K units - $ 12.68 M,Immunoboost,3371679.0,Immunoboost,61333.0,
56.62 K units - $ 11.48 M,Immunoboost,3072093.0,Immunoboost,40342.0,
57.37 K units - $ 8.99 M,Immunoboost,1710295.0,Immunoboost,35456.0,
59.06 K units - $ 9.04 M,Immunoboost,1122240.0,Immunoboost,47526.0,
79.74 K units - $ 11.54 M,Immunoboost,3341172.0,Immunoboost,35624.0,
79.97 K units - $ 12.1 M,Immunoboost,3781633.0,Immunoboost,47594.0,
86.04 K units - $ 12.49 M,Immunoboost,3993868.0,Immunoboost,43690.0,
102.83 K units - $ 12.12 M,Dermaglow,3136944.0,Dermaglow,35700.0,
106.1 K units - $ 11.7 M,Dermaglow,3491670.0,Dermaglow,44632.0,
110.15 K units - $ 12.28 M,Dermaglow,3373303.0,Dermaglow,45709.0,
126.13 K units - $ 12.06 M,Dermaglow,3559859.0,Dermaglow,38563.0,
126.71 K units - $ 12.88 M,Dermaglow,3066945.0,Dermaglow,41006.0,
133.63 K units - $ 12.3 M,Dermaglow,3142258.0,Dermaglow,33980.0,
138.04 K units - $ 12.27 M,Dermaglow,3566765.0,Dermaglow,37615.0,
149.95 K units - $ 12.8 M,Dermaglow,3195234.0,Dermaglow,36542.0,
164.12 K units - $ 12.42 M,Dermaglow,3467700.0,Dermaglow,42223.0,
167.92 K units - $ 12.65 M,Dermaglow,3382731.0,Dermaglow,31999.0,
169.96 K units - $ 12.56 M,Dermaglow,3929359.0,Dermaglow,34416.0,
176.76 K units - $ 12.43 M,Dermaglow,3602822.0,Dermaglow,41694.0,
189.34 K units - $ 12.45 M,Dermaglow,3131951.0,Dermaglow,36471.0,
191.2 K units - $ 12.64 M,Dermaglow,3220525.0,Dermaglow,44096.0,
197.89 K units - $ 12.68 M,Dermaglow,3206553.0,Dermaglow,35317.0,
2.37 K units - $ 0.21 M,Dermaglow,43780.0,Dermaglow,574.0,
206.77 K units - $ 12.42 M,Dermaglow,3550728.0,Dermaglow,65685.0,
210.32 K units - $ 12.66 M,Dermaglow,3278572.0,Dermaglow,58236.0,
220.48 K units - $ 12.68 M,Dermaglow,3360010.0,Dermaglow,80615.0,
230.01 K units - $ 12.58 M,Dermaglow,3735435.0,Dermaglow,67129.0,
230.48 K units - $ 12.62 M,Dermaglow,3212848.0,Dermaglow,79849.0,
230.71 K units - $ 12.68 M,Dermaglow,3036294.0,Dermaglow,50346.0,
246.46 K units - $ 12.68 M,Dermaglow,3032313.0,Dermaglow,88716.0,
248.06 K units - $ 12.63 M,Dermaglow,3899418.0,Dermaglow,85050.0,
252.66 K units - $ 12.63 M,Dermaglow,3818285.0,Dermaglow,89736.0,
255.81 K units - $ 12.68 M,Dermaglow,3042584.0,Dermaglow,66287.0,
258.44 K units - $ 12.59 M,Dermaglow,3870236.0,Dermaglow,79500.0,
262.25 K units - $ 12.65 M,Dermaglow,3595299.0,Dermaglow,67949.0,
262.67 K units - $ 12.68 M,Dermaglow,3231219.0,Dermaglow,67705.0,
263.77 K units - $ 12.68 M,Dermaglow,3384645.0,Dermaglow,56949.0,
276.49 K units - $ 12.68 M,Dermaglow,3784494.0,Dermaglow,62226.0,
284.13 K units - $ 12.65 M,Dermaglow,3429064.0,Dermaglow,70672.0,
284.56 K units - $ 12.68 M,Dermaglow,3875754.0,Dermaglow,67967.0,
291.63 K units - $ 12.68 M,Dermaglow,3712628.0,Dermaglow,78227.0,
293.17 K units - $ 12.68 M,Dermaglow,3297710.0,Dermaglow,84043.0,
297.66 K units - $ 12.68 M,Dermaglow,3735318.0,Dermaglow,61309.0,
299.79 K units - $ 12.68 M,Dermaglow,3639992.0,Dermaglow,83765.0,
30.62 K units - $ 6.84 M,Dermaglow,1140940.0,Dermaglow,337.0,
31.44 K units - $ 6.87 M,Dermaglow,1161626.0,Dermaglow,518.0,
312.59 K units - $ 12.68 M,Dermaglow,3972013.0,Dermaglow,76878.0,
313.73 K units - $ 12.64 M,Dermaglow,3268685.0,Dermaglow,80300.0,
318.18 K units - $ 12.68 M,Dermaglow,3928770.0,Dermaglow,64696.0,
320.58 K units - $ 12.68 M,Dermaglow,3402605.0,Dermaglow,50452.0,
328.67 K units - $ 12.68 M,Dermaglow,3877485.0,Dermaglow,56402.0,
334.41 K units - $ 12.68 M,Dermaglow,3694511.0,Dermaglow,57373.0,
337.18 K units - $ 12.68 M,Dermaglow,3483924.0,Dermaglow,72362.0,
347.51 K units - $ 12.68 M,Dermaglow,3134740.0,Dermaglow,67571.0,
351.36 K units - $ 12.68 M,Dermaglow,3094294.0,Dermaglow,86702.0,
352.61 K units - $ 12.68 M,Dermaglow,3422423.0,Dermaglow,61870.0,
355.54 K units - $ 12.68 M,Dermaglow,3040288.0,Dermaglow,71586.0,
363.26 K units - $ 12.68 M,Dermaglow,3618450.0,Dermaglow,53789.0,
372.52 K units - $ 12.68 M,Dermaglow,3212722.0,Dermaglow,85835.0,
383.3 K units - $ 12.68 M,Dermaglow,3082236.0,Dermaglow,85412.0,
386.48 K units - $ 12.68 M,Dermaglow,3044449.0,Dermaglow,61010.0,
387.92 K units - $ 12.68 M,Dermaglow,3482759.0,Dermaglow,76724.0,
399.16 K units - $ 12.68 M,Dermaglow,3162315.0,Dermaglow,71326.0,
412.57 K units - $ 12.68 M,Dermaglow,3899440.0,Dermaglow,59714.0,
428.71 K units - $ 12.68 M,Dermaglow,3687941.0,Dermaglow,81266.0,
430.34 K units - $ 12.68 M,Dermaglow,3708858.0,Dermaglow,62777.0,
56.62 K units - $ 11.48 M,Dermaglow,3243995.0,Dermaglow,37477.0,
57.37 K units - $ 8.99 M,Dermaglow,1300195.0,Dermaglow,47471.0,
59.06 K units - $ 9.04 M,Dermaglow,1197989.0,Dermaglow,35129.0,
79.74 K units - $ 11.54 M,Dermaglow,3495205.0,Dermaglow,48362.0,
79.97 K units - $ 12.1 M,Dermaglow,3289533.0,Dermaglow,31454.0,
86.04 K units - $ 12.49 M,Dermaglow,3849396.0,Dermaglow,34279.0,
102.83 K units - $ 12.12 M,Fungistop,3816814.0,Fungistop,32638.0,
106.1 K units - $ 11.7 M,Fungistop,3914199.0,Fungistop,31439.0,
110.15 K units - $ 12.28 M,Fungistop,3874034.0,Fungistop,47638.0,
126.13 K units - $ 12.06 M,Fungistop,3957514.0,Fungistop,33784.0,
126.71 K units - $ 12.88 M,Fungistop,3410139.0,Fungistop,44798.0,
133.63 K units - $ 12.3 M,Fungistop,3429903.0,Fungistop,41846.0,
138.04 K units - $ 12.27 M,Fungistop,3349360.0,Fungistop,35811.0,
149.95 K units - $ 12.8 M,Fungistop,3459234.0,Fungistop,48912.0,
164.12 K units - $ 12.42 M,Fungistop,3959127.0,Fungistop,37024.0,
167.92 K units - $ 12.65 M,Fungistop,3674271.0,Fungistop,35165.0,
169.96 K units - $ 12.56 M,Fungistop,3893175.0,Fungistop,44634.0,
176.76 K units - $ 12.43 M,Fungistop,3969039.0,Fungistop,33167.0,
189.34 K units - $ 12.45 M,Fungistop,3089517.0,Fungistop,34962.0,
191.2 K units - $ 12.64 M,Fungistop,3493685.0,Fungistop,41433.0,
197.89 K units - $ 12.68 M,Fungistop,3157718.0,Fungistop,39816.0,
2.37 K units - $ 0.21 M,Fungistop,40120.0,Fungistop,554.0,
206.77 K units - $ 12.42 M,Fungistop,3101745.0,Fungistop,50898.0,
210.32 K units - $ 12.66 M,Fungistop,3088384.0,Fungistop,66995.0,
220.48 K units - $ 12.68 M,Fungistop,3159036.0,Fungistop,78495.0,
230.01 K units - $ 12.58 M,Fungistop,3057676.0,Fungistop,70332.0,
230.48 K units - $ 12.62 M,Fungistop,3222855.0,Fungistop,88273.0,
230.71 K units - $ 12.68 M,Fungistop,3618083.0,Fungistop,52265.0,
246.46 K units - $ 12.68 M,Fungistop,3058620.0,Fungistop,60792.0,
248.06 K units - $ 12.63 M,Fungistop,3406409.0,Fungistop,60172.0,
252.66 K units - $ 12.63 M,Fungistop,3024098.0,Fungistop,58414.0,
255.81 K units - $ 12.68 M,Fungistop,3552406.0,Fungistop,66155.0,
258.44 K units - $ 12.59 M,Fungistop,3199273.0,Fungistop,81077.0,
262.25 K units - $ 12.65 M,Fungistop,3723230.0,Fungistop,85349.0,
262.67 K units - $ 12.68 M,Fungistop,3827353.0,Fungistop,62694.0,
263.77 K units - $ 12.68 M,Fungistop,3998300.0,Fungistop,60022.0,
276.49 K units - $ 12.68 M,Fungistop,3482151.0,Fungistop,63643.0,
284.13 K units - $ 12.65 M,Fungistop,3408468.0,Fungistop,74425.0,
284.56 K units - $ 12.68 M,Fungistop,3035960.0,Fungistop,55419.0,
291.63 K units - $ 12.68 M,Fungistop,3703430.0,Fungistop,55735.0,
293.17 K units - $ 12.68 M,Fungistop,3612666.0,Fungistop,50817.0,
297.66 K units - $ 12.68 M,Fungistop,3286268.0,Fungistop,86470.0,
299.79 K units - $ 12.68 M,Fungistop,3496025.0,Fungistop,82241.0,
30.62 K units - $ 6.84 M,Fungistop,1159557.0,Fungistop,551.0,
31.44 K units - $ 6.87 M,Fungistop,1993545.0,Fungistop,558.0,
312.59 K units - $ 12.68 M,Fungistop,3644381.0,Fungistop,65610.0,
313.73 K units - $ 12.64 M,Fungistop,3286524.0,Fungistop,82035.0,
318.18 K units - $ 12.68 M,Fungistop,3259774.0,Fungistop,85476.0,
320.58 K units - $ 12.68 M,Fungistop,3207800.0,Fungistop,56621.0,
328.67 K units - $ 12.68 M,Fungistop,3314584.0,Fungistop,84208.0,
334.41 K units - $ 12.68 M,Fungistop,3916593.0,Fungistop,68101.0,
337.18 K units - $ 12.68 M,Fungistop,3972952.0,Fungistop,86443.0,
347.51 K units - $ 12.68 M,Fungistop,3544474.0,Fungistop,57577.0,
351.36 K units - $ 12.68 M,Fungistop,3868468.0,Fungistop,75295.0,
352.61 K units - $ 12.68 M,Fungistop,3830107.0,Fungistop,52880.0,
355.54 K units - $ 12.68 M,Fungistop,3203504.0,Fungistop,75247.0,
363.26 K units - $ 12.68 M,Fungistop,3232639.0,Fungistop,87597.0,
372.52 K units - $ 12.68 M,Fungistop,3280901.0,Fungistop,81934.0,
383.3 K units - $ 12.68 M,Fungistop,3539494.0,Fungistop,56067.0,
386.48 K units - $ 12.68 M,Fungistop,3288803.0,Fungistop,53552.0,
387.92 K units - $ 12.68 M,Fungistop,3671035.0,Fungistop,55777.0,
399.16 K units - $ 12.68 M,Fungistop,3839867.0,Fungistop,56711.0,
412.57 K units - $ 12.68 M,Fungistop,3035468.0,Fungistop,64879.0,
428.71 K units - $ 12.68 M,Fungistop,3310695.0,Fungistop,78485.0,
430.34 K units - $ 12.68 M,Fungistop,3709041.0,Fungistop,59056.0,
56.62 K units - $ 11.48 M,Fungistop,3956829.0,Fungistop,38529.0,
57.37 K units - $ 8.99 M,Fungistop,1460043.0,Fungistop,45785.0,
59.06 K units - $ 9.04 M,Fungistop,1240609.0,Fungistop,44928.0,
79.74 K units - $ 11.54 M,Fungistop,3866217.0,Fungistop,32962.0,
79.97 K units - $ 12.1 M,Fungistop,3176063.0,Fungistop,34135.0,
86.04 K units - $ 12.49 M,Fungistop,3767895.0,Fungistop,40205.0,
102.83 K units - $ 12.12 M,Diabecheck,3521696.0,Diabecheck,37661.0,
106.1 K units - $ 11.7 M,Diabecheck,3499816.0,Diabecheck,42728.0,
110.15 K units - $ 12.28 M,Diabecheck,3285034.0,Diabecheck,36255.0,
126.13 K units - $ 12.06 M,Diabecheck,3209871.0,Diabecheck,35484.0,
126.71 K units - $ 12.88 M,Diabecheck,3606343.0,Diabecheck,30420.0,
133.63 K units - $ 12.3 M,Diabecheck,3663789.0,Diabecheck,33882.0,
138.04 K units - $ 12.27 M,Diabecheck,3615037.0,Diabecheck,35869.0,
149.95 K units - $ 12.8 M,Diabecheck,3234734.0,Diabecheck,49587.0,
164.12 K units - $ 12.42 M,Diabecheck,3224858.0,Diabecheck,45275.0,
167.92 K units - $ 12.65 M,Diabecheck,3125706.0,Diabecheck,47661.0,
169.96 K units - $ 12.56 M,Diabecheck,3225667.0,Diabecheck,43975.0,
176.76 K units - $ 12.43 M,Diabecheck,3632585.0,Diabecheck,30410.0,
189.34 K units - $ 12.45 M,Diabecheck,3295532.0,Diabecheck,45035.0,
191.2 K units - $ 12.64 M,Diabecheck,3732848.0,Diabecheck,30301.0,
197.89 K units - $ 12.68 M,Diabecheck,3353954.0,Diabecheck,35673.0,
2.37 K units - $ 0.21 M,Diabecheck,46862.0,Diabecheck,357.0,
206.77 K units - $ 12.42 M,Diabecheck,3689186.0,Diabecheck,68053.0,
210.32 K units - $ 12.66 M,Diabecheck,3606860.0,Diabecheck,88232.0,
220.48 K units - $ 12.68 M,Diabecheck,3467888.0,Diabecheck,54168.0,
230.01 K units - $ 12.58 M,Diabecheck,3638323.0,Diabecheck,77301.0,
230.48 K units - $ 12.62 M,Diabecheck,3558873.0,Diabecheck,79405.0,
230.71 K units - $ 12.68 M,Diabecheck,3795739.0,Diabecheck,72781.0,
246.46 K units - $ 12.68 M,Diabecheck,3280823.0,Diabecheck,71953.0,
248.06 K units - $ 12.63 M,Diabecheck,3147358.0,Diabecheck,89808.0,
252.66 K units - $ 12.63 M,Diabecheck,3293329.0,Diabecheck,73802.0,
255.81 K units - $ 12.68 M,Diabecheck,3272489.0,Diabecheck,64689.0,
258.44 K units - $ 12.59 M,Diabecheck,3930558.0,Diabecheck,89734.0,
262.25 K units - $ 12.65 M,Diabecheck,3781068.0,Diabecheck,64270.0,
262.67 K units - $ 12.68 M,Diabecheck,3831203.0,Diabecheck,64797.0,
263.77 K units - $ 12.68 M,Diabecheck,3438440.0,Diabecheck,82044.0,
276.49 K units - $ 12.68 M,Diabecheck,3063420.0,Diabecheck,69600.0,
284.13 K units - $ 12.65 M,Diabecheck,3134496.0,Diabecheck,73208.0,
284.56 K units - $ 12.68 M,Diabecheck,3280240.0,Diabecheck,86019.0,
291.63 K units - $ 12.68 M,Diabecheck,3355019.0,Diabecheck,64887.0,
293.17 K units - $ 12.68 M,Diabecheck,3414249.0,Diabecheck,74421.0,
297.66 K units - $ 12.68 M,Diabecheck,3761770.0,Diabecheck,69991.0,
299.79 K units - $ 12.68 M,Diabecheck,3551103.0,Diabecheck,57614.0,
30.62 K units - $ 6.84 M,Diabecheck,1560130.0,Diabecheck,476.0,
31.44 K units - $ 6.87 M,Diabecheck,1143212.0,Diabecheck,492.0,
312.59 K units - $ 12.68 M,Diabecheck,3610041.0,Diabecheck,54409.0,
313.73 K units - $ 12.64 M,Diabecheck,3152281.0,Diabecheck,87228.0,
318.18 K units - $ 12.68 M,Diabecheck,3536229.0,Diabecheck,76712.0,
320.58 K units - $ 12.68 M,Diabecheck,3058671.0,Diabecheck,58562.0,
328.67 K units - $ 12.68 M,Diabecheck,3778810.0,Diabecheck,67704.0,
334.41 K units - $ 12.68 M,Diabecheck,3502519.0,Diabecheck,77776.0,
337.18 K units - $ 12.68 M,Diabecheck,3667886.0,Diabecheck,65763.0,
347.51 K units - $ 12.68 M,Diabecheck,3027250.0,Diabecheck,66129.0,
351.36 K units - $ 12.68 M,Diabecheck,3362086.0,Diabecheck,73256.0,
352.61 K units - $ 12.68 M,Diabecheck,3531063.0,Diabecheck,53368.0,
355.54 K units - $ 12.68 M,Diabecheck,3803685.0,Diabecheck,66050.0,
363.26 K units - $ 12.68 M,Diabecheck,3469316.0,Diabecheck,89772.0,
372.52 K units - $ 12.68 M,Diabecheck,3364605.0,Diabecheck,60529.0,
383.3 K units - $ 12.68 M,Diabecheck,3970642.0,Diabecheck,53141.0,
386.48 K units - $ 12.68 M,Diabecheck,3348300.0,Diabecheck,77571.0,
387.92 K units - $ 12.68 M,Diabecheck,3700783.0,Diabecheck,53144.0,
399.16 K units - $ 12.68 M,Diabecheck,3906173.0,Diabecheck,62207.0,
412.57 K units - $ 12.68 M,Diabecheck,3840253.0,Diabecheck,83789.0,
428.71 K units - $ 12.68 M,Diabecheck,3568108.0,Diabecheck,59975.0,
430.34 K units - $ 12.68 M,Diabecheck,3202647.0,Diabecheck,52714.0,
56.62 K units - $ 11.48 M,Diabecheck,3639711.0,Diabecheck,33168.0,
57.37 K units - $ 8.99 M,Diabecheck,1140887.0,Diabecheck,36533.0,
59.06 K units - $ 9.04 M,Diabecheck,1525705.0,Diabecheck,45019.0,
