date,SKU,Channel,quantity,Supplier,Country,Region,Store
2022-07-19 00:00:00,Paingelix,Chain Store,192.0,Bayer,Egypt,EMEA,Store09
2022-07-26 00:00:00,Paingelix,Chain Store,128.0,Bayer,South Korea,APAC,Store06
2022-08-02 00:00:00,Paingelix,Chain Store,547.0,Bayer,USA,North America,Store10
2022-08-09 00:00:00,Paingelix,Chain Store,296.0,Bayer,Canada,North America,Store05
2022-08-16 00:00:00,Paingelix,Chain Store,228.0,Bayer,Australia,APAC,Store08
2022-08-23 00:00:00,Paingelix,Chain Store,165.0,Bayer,South Korea,APAC,Store04
2022-08-30 00:00:00,Paingelix,Chain Store,519.0,Bayer,South Korea,APAC,Store01
2022-09-06 00:00:00,Paingelix,Chain Store,169.0,Bayer,Australia,APAC,Store12
2022-09-13 00:00:00,Paingelix,Chain Store,182.0,Bayer,Germany,EMEA,Store04
2022-09-20 00:00:00,Paingelix,Chain Store,128.0,Bayer,Australia,APAC,Store03
2022-09-27 00:00:00,Paingelix,Chain Store,189.0,Bayer,USA,North America,Store11
2022-10-04 00:00:00,Paingelix,Chain Store,0.0,Bayer,South Korea,APAC,Store06
2022-10-11 00:00:00,Paingelix,Chain Store,430.0,Bayer,Germany,EMEA,Store09
2022-10-18 00:00:00,Paingelix,Chain Store,164.0,Bayer,Egypt,EMEA,Store10
2022-10-25 00:00:00,Paingelix,Chain Store,241.0,Bayer,USA,North America,Store05
2022-11-01 00:00:00,Paingelix,Chain Store,179.0,Bayer,Australia,APAC,Store01
2022-11-08 00:00:00,Paingelix,Chain Store,221.0,Bayer,Canada,North America,Store03
2022-11-15 00:00:00,Paingelix,Chain Store,374.0,Bayer,South Korea,APAC,Store08
2022-11-22 00:00:00,Paingelix,Chain Store,933.0,Bayer,Germany,EMEA,Store07
2022-11-29 00:00:00,Paingelix,Chain Store,247.0,Bayer,Canada,North America,Store06
2022-12-06 00:00:00,Paingelix,Chain Store,128.0,Bayer,USA,North America,Store07
2022-12-13 00:00:00,Paingelix,Chain Store,249.0,Bayer,Germany,EMEA,Store06
2022-12-20 00:00:00,Paingelix,Chain Store,473.0,Bayer,Canada,North America,Store08
2022-12-27 00:00:00,Paingelix,Chain Store,232.0,Bayer,South Korea,APAC,Store05
2023-01-03 00:00:00,Paingelix,Chain Store,115.0,Bayer,Canada,North America,Store12
2023-01-10 00:00:00,Paingelix,Chain Store,108.0,Bayer,Canada,North America,Store02
2023-01-17 00:00:00,Paingelix,Chain Store,156.0,Bayer,Canada,North America,Store01
2023-01-24 00:00:00,Paingelix,Chain Store,108.0,Bayer,South Korea,APAC,Store10
2023-01-31 00:00:00,Paingelix,Chain Store,167.0,Bayer,Australia,APAC,Store12
2023-02-07 00:00:00,Paingelix,Chain Store,0.0,Bayer,South Korea,APAC,Store01
2023-02-14 00:00:00,Paingelix,Chain Store,156.0,Bayer,Canada,North America,Store01
2023-02-21 00:00:00,Paingelix,Chain Store,177.0,Bayer,Germany,EMEA,Store09
2023-02-28 00:00:00,Paingelix,Chain Store,180.0,Bayer,Egypt,EMEA,Store05
2023-03-07 00:00:00,Paingelix,Chain Store,29.0,Bayer,Germany,EMEA,Store08
2023-03-14 00:00:00,Paingelix,Chain Store,286.0,Bayer,South Korea,APAC,Store01
2023-03-21 00:00:00,Paingelix,Chain Store,282.0,Bayer,USA,North America,Store02
2023-03-28 00:00:00,Paingelix,Chain Store,0.0,Bayer,Canada,North America,Store10
2023-04-04 00:00:00,Paingelix,Chain Store,66.0,Bayer,South Korea,APAC,Store07
2023-04-11 00:00:00,Paingelix,Chain Store,0.0,Bayer,Australia,APAC,Store12
2023-04-18 00:00:00,Paingelix,Chain Store,283.0,Bayer,USA,North America,Store02
2023-04-25 00:00:00,Paingelix,Chain Store,316.0,Bayer,Australia,APAC,Store08
2023-05-02 00:00:00,Paingelix,Chain Store,193.0,Bayer,South Korea,APAC,Store03
2023-05-09 00:00:00,Paingelix,Chain Store,309.0,Bayer,Australia,APAC,Store03
2023-05-16 00:00:00,Paingelix,Chain Store,171.0,Bayer,Germany,EMEA,Store08
2023-05-23 00:00:00,Paingelix,Chain Store,595.0,Bayer,Germany,EMEA,Store01
2023-05-30 00:00:00,Paingelix,Chain Store,175.0,Bayer,Canada,North America,Store05
2023-06-06 00:00:00,Paingelix,Chain Store,87.0,Bayer,South Korea,APAC,Store08
2023-06-13 00:00:00,Paingelix,Chain Store,58.0,Bayer,USA,North America,Store05
2023-06-20 00:00:00,Paingelix,Chain Store,269.0,Bayer,Germany,EMEA,Store06
2023-06-27 00:00:00,Paingelix,Chain Store,244.0,Bayer,USA,North America,Store08
2023-07-04 00:00:00,Paingelix,Chain Store,279.0,Bayer,Australia,APAC,Store04
2023-07-11 00:00:00,Paingelix,Chain Store,236.0,Bayer,South Korea,APAC,Store10
2023-07-18 00:00:00,Paingelix,Chain Store,228.0,Bayer,Australia,APAC,Store03
2023-07-25 00:00:00,Paingelix,Chain Store,134.0,Bayer,USA,North America,Store09
2023-08-01 00:00:00,Paingelix,Chain Store,443.0,Bayer,USA,North America,Store04
2023-08-08 00:00:00,Paingelix,Chain Store,186.0,Bayer,Egypt,EMEA,Store07
2023-08-15 00:00:00,Paingelix,Chain Store,0.0,Bayer,Canada,North America,Store12
2023-08-22 00:00:00,Paingelix,Chain Store,107.0,Bayer,South Korea,APAC,Store01
2023-08-29 00:00:00,Paingelix,Chain Store,102.0,Bayer,Canada,North America,Store03
2023-09-05 00:00:00,Paingelix,Chain Store,59.0,Bayer,Australia,APAC,Store09
2023-09-12 00:00:00,Paingelix,Chain Store,66.0,Bayer,Australia,APAC,Store03
2023-09-19 00:00:00,Paingelix,Chain Store,190.0,Bayer,Egypt,EMEA,Store06
2023-09-26 00:00:00,Paingelix,Chain Store,185.0,Bayer,Australia,APAC,Store09
2023-10-03 00:00:00,Paingelix,Chain Store,322.0,Bayer,Australia,APAC,Store05
2023-10-10 00:00:00,Paingelix,Chain Store,0.0,Bayer,Canada,North America,Store05
2023-10-17 00:00:00,Paingelix,Chain Store,392.0,Bayer,Germany,EMEA,Store01
2023-10-24 00:00:00,Paingelix,Chain Store,232.0,Bayer,Australia,APAC,Store11
2021-02-02 00:00:00,Dermaglow,Chain Store,273.0,Merck,Canada,North America,Store10
2021-02-09 00:00:00,Dermaglow,Chain Store,0.0,Merck,Egypt,EMEA,Store08
2021-02-16 00:00:00,Dermaglow,Chain Store,59.0,Merck,Canada,North America,Store03
2021-02-23 00:00:00,Dermaglow,Chain Store,154.0,Merck,Canada,North America,Store11
2021-03-02 00:00:00,Dermaglow,Chain Store,44.0,Merck,South Korea,APAC,Store11
2021-03-09 00:00:00,Dermaglow,Chain Store,121.0,Merck,South Korea,APAC,Store06
2021-03-16 00:00:00,Dermaglow,Chain Store,53.0,Merck,Canada,North America,Store05
2021-03-23 00:00:00,Dermaglow,Chain Store,242.0,Merck,Canada,North America,Store04
2021-03-30 00:00:00,Dermaglow,Chain Store,205.0,Merck,Germany,EMEA,Store12
2021-04-06 00:00:00,Dermaglow,Chain Store,188.0,Merck,Canada,North America,Store08
2021-04-13 00:00:00,Dermaglow,Chain Store,242.0,Merck,Canada,North America,Store11
2021-04-20 00:00:00,Dermaglow,Chain Store,454.0,Merck,Egypt,EMEA,Store05
2021-04-27 00:00:00,Dermaglow,Chain Store,154.0,Merck,Egypt,EMEA,Store12
2021-05-04 00:00:00,Dermaglow,Chain Store,242.0,Merck,Egypt,EMEA,Store11
2021-05-11 00:00:00,Dermaglow,Chain Store,145.0,Merck,Australia,APAC,Store02
2021-05-18 00:00:00,Dermaglow,Chain Store,245.0,Merck,Egypt,EMEA,Store10
2021-05-25 00:00:00,Dermaglow,Chain Store,141.0,Merck,Germany,EMEA,Store11
2021-06-01 00:00:00,Dermaglow,Chain Store,290.0,Merck,Canada,North America,Store06
2021-06-08 00:00:00,Dermaglow,Chain Store,188.0,Merck,South Korea,APAC,Store09
2021-06-15 00:00:00,Dermaglow,Chain Store,211.0,Merck,Egypt,EMEA,Store09
2021-06-22 00:00:00,Dermaglow,Chain Store,365.0,Merck,Australia,APAC,Store01
2021-06-29 00:00:00,Dermaglow,Chain Store,122.0,Merck,South Korea,APAC,Store08
2021-07-06 00:00:00,Dermaglow,Chain Store,491.0,Merck,Germany,EMEA,Store05
2021-07-13 00:00:00,Dermaglow,Chain Store,168.0,Merck,Egypt,EMEA,Store12
2021-07-20 00:00:00,Dermaglow,Chain Store,187.0,Merck,Egypt,EMEA,Store02
2021-07-27 00:00:00,Dermaglow,Chain Store,94.0,Merck,Egypt,EMEA,Store09
2021-08-03 00:00:00,Dermaglow,Chain Store,126.0,Merck,Canada,North America,Store12
2021-08-10 00:00:00,Dermaglow,Chain Store,245.0,Merck,Canada,North America,Store08
2021-08-17 00:00:00,Dermaglow,Chain Store,163.0,Merck,Egypt,EMEA,Store06
2021-08-24 00:00:00,Dermaglow,Chain Store,402.0,Merck,Canada,North America,Store11
2021-08-31 00:00:00,Dermaglow,Chain Store,49.0,Merck,Germany,EMEA,Store03
2021-09-07 00:00:00,Dermaglow,Chain Store,166.0,Merck,Germany,EMEA,Store12
2021-09-14 00:00:00,Dermaglow,Chain Store,392.0,Merck,South Korea,APAC,Store08
2021-09-21 00:00:00,Dermaglow,Chain Store,163.0,Merck,Australia,APAC,Store09
2021-09-28 00:00:00,Dermaglow,Chain Store,107.0,Merck,USA,North America,Store05
2021-10-05 00:00:00,Dermaglow,Chain Store,374.0,Merck,Germany,EMEA,Store03
2021-10-12 00:00:00,Dermaglow,Chain Store,30.0,Merck,Australia,APAC,Store06
2021-10-19 00:00:00,Dermaglow,Chain Store,32.0,Merck,Australia,APAC,Store06
2021-10-26 00:00:00,Dermaglow,Chain Store,0.0,Merck,Canada,North America,Store09
2021-11-02 00:00:00,Dermaglow,Chain Store,99.0,Merck,Egypt,EMEA,Store06
2021-11-09 00:00:00,Dermaglow,Chain Store,242.0,Merck,USA,North America,Store10
2021-11-16 00:00:00,Dermaglow,Chain Store,92.0,Merck,Australia,APAC,Store10
2021-11-23 00:00:00,Dermaglow,Chain Store,326.0,Merck,South Korea,APAC,Store04
2021-11-30 00:00:00,Dermaglow,Chain Store,205.0,Merck,USA,North America,Store10
2021-12-07 00:00:00,Dermaglow,Chain Store,235.0,Merck,Germany,EMEA,Store03
2021-12-14 00:00:00,Dermaglow,Chain Store,227.0,Merck,Germany,EMEA,Store06
2021-12-21 00:00:00,Dermaglow,Chain Store,168.0,Merck,Germany,EMEA,Store01
2021-12-28 00:00:00,Dermaglow,Chain Store,307.0,Merck,USA,North America,Store10
2022-01-04 00:00:00,Dermaglow,Chain Store,242.0,Merck,Egypt,EMEA,Store05
2022-01-11 00:00:00,Dermaglow,Chain Store,134.0,Merck,USA,North America,Store02
2022-01-18 00:00:00,Dermaglow,Chain Store,42.0,Merck,Australia,APAC,Store09
2022-01-25 00:00:00,Dermaglow,Chain Store,90.0,Merck,South Korea,APAC,Store04
2022-02-01 00:00:00,Dermaglow,Chain Store,225.0,Merck,Germany,EMEA,Store07
2022-02-08 00:00:00,Dermaglow,Chain Store,0.0,Merck,Australia,APAC,Store03
2022-02-15 00:00:00,Dermaglow,Chain Store,223.0,Merck,Canada,North America,Store02
2022-02-22 00:00:00,Dermaglow,Chain Store,53.0,Merck,Egypt,EMEA,Store03
2022-03-01 00:00:00,Dermaglow,Chain Store,129.0,Merck,Canada,North America,Store10
2022-03-08 00:00:00,Dermaglow,Chain Store,33.0,Merck,Australia,APAC,Store08
2022-03-15 00:00:00,Dermaglow,Chain Store,71.0,Merck,South Korea,APAC,Store05
2022-03-22 00:00:00,Dermaglow,Chain Store,0.0,Merck,Australia,APAC,Store09
2022-03-29 00:00:00,Dermaglow,Chain Store,388.0,Merck,South Korea,APAC,Store05
2022-04-05 00:00:00,Dermaglow,Chain Store,110.0,Merck,South Korea,APAC,Store03
2022-04-12 00:00:00,Dermaglow,Chain Store,171.0,Merck,Germany,EMEA,Store07
2022-04-19 00:00:00,Dermaglow,Chain Store,31.0,Merck,Egypt,EMEA,Store07
2022-04-26 00:00:00,Dermaglow,Chain Store,302.0,Merck,USA,North America,Store07
2022-05-03 00:00:00,Dermaglow,Chain Store,61.0,Merck,Egypt,EMEA,Store05
2022-05-10 00:00:00,Dermaglow,Chain Store,205.0,Merck,Australia,APAC,Store08
2022-05-17 00:00:00,Dermaglow,Chain Store,24.0,Merck,Canada,North America,Store08
2022-05-24 00:00:00,Dermaglow,Chain Store,83.0,Merck,Australia,APAC,Store10
2022-05-31 00:00:00,Dermaglow,Chain Store,53.0,Merck,South Korea,APAC,Store10
2022-06-07 00:00:00,Dermaglow,Chain Store,258.0,Merck,Germany,EMEA,Store10
2022-06-14 00:00:00,Dermaglow,Chain Store,125.0,Merck,South Korea,APAC,Store11
2022-06-21 00:00:00,Dermaglow,Chain Store,466.0,Merck,Germany,EMEA,Store04
2022-06-28 00:00:00,Dermaglow,Chain Store,0.0,Merck,USA,North America,Store11
2022-07-05 00:00:00,Dermaglow,Chain Store,0.0,Merck,USA,North America,Store08
2022-07-12 00:00:00,Dermaglow,Chain Store,406.0,Merck,Canada,North America,Store11
2022-07-19 00:00:00,Dermaglow,Chain Store,291.0,Merck,Australia,APAC,Store05
2022-07-26 00:00:00,Dermaglow,Chain Store,139.0,Merck,Canada,North America,Store05
2022-08-02 00:00:00,Dermaglow,Chain Store,59.0,Merck,Germany,EMEA,Store04
2022-08-09 00:00:00,Dermaglow,Chain Store,205.0,Merck,Australia,APAC,Store03
2022-08-16 00:00:00,Dermaglow,Chain Store,139.0,Merck,Egypt,EMEA,Store07
2022-08-23 00:00:00,Dermaglow,Chain Store,235.0,Merck,Australia,APAC,Store10
2022-08-30 00:00:00,Dermaglow,Chain Store,436.0,Merck,USA,North America,Store02
2022-09-06 00:00:00,Dermaglow,Chain Store,135.0,Merck,Canada,North America,Store11
2022-09-13 00:00:00,Dermaglow,Chain Store,57.0,Merck,Egypt,EMEA,Store03
2022-09-20 00:00:00,Dermaglow,Chain Store,168.0,Merck,USA,North America,Store11
2022-09-27 00:00:00,Dermaglow,Chain Store,189.0,Merck,USA,North America,Store04
2022-10-04 00:00:00,Dermaglow,Chain Store,80.0,Merck,Egypt,EMEA,Store12
2022-10-11 00:00:00,Dermaglow,Chain Store,136.0,Merck,Australia,APAC,Store08
2022-10-18 00:00:00,Dermaglow,Chain Store,224.0,Merck,USA,North America,Store02
2022-10-25 00:00:00,Dermaglow,Chain Store,253.0,Merck,USA,North America,Store06
2022-11-01 00:00:00,Dermaglow,Chain Store,110.0,Merck,South Korea,APAC,Store01
2022-11-08 00:00:00,Dermaglow,Chain Store,128.0,Merck,Canada,North America,Store05
2022-11-15 00:00:00,Dermaglow,Chain Store,254.0,Merck,Egypt,EMEA,Store06
2022-11-22 00:00:00,Dermaglow,Chain Store,427.0,Merck,Egypt,EMEA,Store11
2022-11-29 00:00:00,Dermaglow,Chain Store,265.0,Merck,USA,North America,Store01
2022-12-06 00:00:00,Dermaglow,Chain Store,58.0,Merck,USA,North America,Store08
2022-12-13 00:00:00,Dermaglow,Chain Store,407.0,Merck,Germany,EMEA,Store05
2022-12-20 00:00:00,Dermaglow,Chain Store,0.0,Merck,Germany,EMEA,Store04
2022-12-27 00:00:00,Dermaglow,Chain Store,121.0,Merck,Canada,North America,Store02
2023-01-03 00:00:00,Dermaglow,Chain Store,231.0,Merck,Australia,APAC,Store04
2023-01-10 00:00:00,Dermaglow,Chain Store,157.0,Merck,USA,North America,Store02
2023-01-17 00:00:00,Dermaglow,Chain Store,221.0,Merck,USA,North America,Store06
2023-01-24 00:00:00,Dermaglow,Chain Store,195.0,Merck,Egypt,EMEA,Store05
2023-01-31 00:00:00,Dermaglow,Chain Store,37.0,Merck,Canada,North America,Store10
2023-02-07 00:00:00,Dermaglow,Chain Store,118.0,Merck,South Korea,APAC,Store07
2023-02-14 00:00:00,Dermaglow,Chain Store,104.0,Merck,USA,North America,Store01
2023-02-21 00:00:00,Dermaglow,Chain Store,135.0,Merck,Canada,North America,Store12
2023-02-28 00:00:00,Dermaglow,Chain Store,0.0,Merck,Germany,EMEA,Store02
2023-03-07 00:00:00,Dermaglow,Chain Store,142.0,Merck,Canada,North America,Store03
2023-03-14 00:00:00,Dermaglow,Chain Store,160.0,Merck,Australia,APAC,Store10
2023-03-21 00:00:00,Dermaglow,Chain Store,124.0,Merck,USA,North America,Store12
2023-03-28 00:00:00,Dermaglow,Chain Store,182.0,Merck,Canada,North America,Store05
2023-04-04 00:00:00,Dermaglow,Chain Store,226.0,Merck,Canada,North America,Store01
2023-04-11 00:00:00,Dermaglow,Chain Store,161.0,Merck,Egypt,EMEA,Store12
2023-04-18 00:00:00,Dermaglow,Chain Store,79.0,Merck,Egypt,EMEA,Store02
2023-04-25 00:00:00,Dermaglow,Chain Store,186.0,Merck,South Korea,APAC,Store10
2023-05-02 00:00:00,Dermaglow,Chain Store,78.0,Merck,Germany,EMEA,Store08
2023-05-09 00:00:00,Dermaglow,Chain Store,107.0,Merck,USA,North America,Store08
2023-05-16 00:00:00,Dermaglow,Chain Store,296.0,Merck,Egypt,EMEA,Store07
2023-05-23 00:00:00,Dermaglow,Chain Store,235.0,Merck,Australia,APAC,Store12
2023-05-30 00:00:00,Dermaglow,Chain Store,160.0,Merck,Canada,North America,Store10
2023-06-06 00:00:00,Dermaglow,Chain Store,201.0,Merck,Canada,North America,Store02
2023-06-13 00:00:00,Dermaglow,Chain Store,48.0,Merck,Canada,North America,Store05
2023-06-20 00:00:00,Dermaglow,Chain Store,45.0,Merck,Egypt,EMEA,Store01
2023-06-27 00:00:00,Dermaglow,Chain Store,304.0,Merck,USA,North America,Store01
2023-07-04 00:00:00,Dermaglow,Chain Store,257.0,Merck,Egypt,EMEA,Store09
2023-07-11 00:00:00,Dermaglow,Chain Store,237.0,Merck,South Korea,APAC,Store08
2023-07-18 00:00:00,Dermaglow,Chain Store,208.0,Merck,Germany,EMEA,Store09
2023-07-25 00:00:00,Dermaglow,Chain Store,0.0,Merck,Egypt,EMEA,Store08
2023-08-01 00:00:00,Dermaglow,Chain Store,209.0,Merck,Canada,North America,Store10
2023-08-08 00:00:00,Dermaglow,Chain Store,262.0,Merck,Germany,EMEA,Store06
2023-08-15 00:00:00,Dermaglow,Chain Store,78.0,Merck,Egypt,EMEA,Store02
2023-08-22 00:00:00,Dermaglow,Chain Store,0.0,Merck,USA,North America,Store05
2023-08-29 00:00:00,Dermaglow,Chain Store,310.0,Merck,Australia,APAC,Store05
2023-09-05 00:00:00,Dermaglow,Chain Store,210.0,Merck,Egypt,EMEA,Store04
2023-09-12 00:00:00,Dermaglow,Chain Store,445.0,Merck,Egypt,EMEA,Store05
2023-09-19 00:00:00,Dermaglow,Chain Store,182.0,Merck,South Korea,APAC,Store04
2023-09-26 00:00:00,Dermaglow,Chain Store,269.0,Merck,Egypt,EMEA,Store03
2023-10-03 00:00:00,Dermaglow,Chain Store,309.0,Merck,USA,North America,Store12
2023-10-10 00:00:00,Dermaglow,Chain Store,52.0,Merck,USA,North America,Store08
2023-10-17 00:00:00,Dermaglow,Chain Store,87.0,Merck,Australia,APAC,Store03
2023-10-24 00:00:00,Dermaglow,Chain Store,0.0,Merck,South Korea,APAC,Store02
2021-02-02 00:00:00,Cancerend,Chain Store,175.0,Bayer,Germany,EMEA,Store10
2021-02-09 00:00:00,Cancerend,Chain Store,655.0,Bayer,South Korea,APAC,Store05
2021-02-16 00:00:00,Cancerend,Chain Store,234.0,Bayer,Egypt,EMEA,Store07
2021-02-23 00:00:00,Cancerend,Chain Store,83.0,Bayer,Germany,EMEA,Store01
2021-03-02 00:00:00,Cancerend,Chain Store,330.0,Bayer,Canada,North America,Store08
2021-03-09 00:00:00,Cancerend,Chain Store,85.0,Bayer,South Korea,APAC,Store05
2021-03-16 00:00:00,Cancerend,Chain Store,188.0,Bayer,USA,North America,Store07
2021-03-23 00:00:00,Cancerend,Chain Store,0.0,Bayer,USA,North America,Store06
2021-03-30 00:00:00,Cancerend,Chain Store,424.0,Bayer,USA,North America,Store07
2021-04-06 00:00:00,Cancerend,Chain Store,268.0,Bayer,South Korea,APAC,Store04
2021-04-13 00:00:00,Cancerend,Chain Store,0.0,Bayer,Canada,North America,Store09
2021-04-20 00:00:00,Cancerend,Chain Store,0.0,Bayer,Egypt,EMEA,Store04
2021-04-27 00:00:00,Cancerend,Chain Store,539.0,Bayer,Australia,APAC,Store05
2021-05-04 00:00:00,Cancerend,Chain Store,844.0,Bayer,Germany,EMEA,Store08
2021-05-11 00:00:00,Cancerend,Chain Store,333.0,Bayer,Canada,North America,Store03
2021-05-18 00:00:00,Cancerend,Chain Store,286.0,Bayer,South Korea,APAC,Store06
2021-05-25 00:00:00,Cancerend,Chain Store,201.0,Bayer,South Korea,APAC,Store09
2021-06-01 00:00:00,Cancerend,Chain Store,73.0,Bayer,Australia,APAC,Store01
2021-06-08 00:00:00,Cancerend,Chain Store,422.0,Bayer,Canada,North America,Store06
2021-06-15 00:00:00,Cancerend,Chain Store,293.0,Bayer,Canada,North America,Store11
2021-06-22 00:00:00,Cancerend,Chain Store,210.0,Bayer,USA,North America,Store05
2021-06-29 00:00:00,Cancerend,Chain Store,252.0,Bayer,USA,North America,Store11
2021-07-06 00:00:00,Cancerend,Chain Store,301.0,Bayer,Egypt,EMEA,Store02
2021-07-13 00:00:00,Cancerend,Chain Store,175.0,Bayer,Australia,APAC,Store10
2021-07-20 00:00:00,Cancerend,Chain Store,0.0,Bayer,Canada,North America,Store02
2021-07-27 00:00:00,Cancerend,Chain Store,417.0,Bayer,USA,North America,Store09
2021-08-03 00:00:00,Cancerend,Chain Store,0.0,Bayer,Canada,North America,Store06
2021-08-10 00:00:00,Cancerend,Chain Store,358.0,Bayer,Germany,EMEA,Store05
2021-08-17 00:00:00,Cancerend,Chain Store,448.0,Bayer,Germany,EMEA,Store05
2021-08-24 00:00:00,Cancerend,Chain Store,357.0,Bayer,USA,North America,Store03
2021-08-31 00:00:00,Cancerend,Chain Store,152.0,Bayer,USA,North America,Store07
2021-09-07 00:00:00,Cancerend,Chain Store,0.0,Bayer,USA,North America,Store08
2021-09-14 00:00:00,Cancerend,Chain Store,467.0,Bayer,Egypt,EMEA,Store02
2021-09-21 00:00:00,Cancerend,Chain Store,0.0,Bayer,Egypt,EMEA,Store08
2021-09-28 00:00:00,Cancerend,Chain Store,138.0,Bayer,Germany,EMEA,Store02
2021-10-05 00:00:00,Cancerend,Chain Store,497.0,Bayer,Germany,EMEA,Store03
2021-10-12 00:00:00,Cancerend,Chain Store,140.0,Bayer,Australia,APAC,Store01
2021-10-19 00:00:00,Cancerend,Chain Store,475.0,Bayer,Canada,North America,Store10
2021-10-26 00:00:00,Cancerend,Chain Store,431.0,Bayer,Germany,EMEA,Store08
2021-11-02 00:00:00,Cancerend,Chain Store,344.0,Bayer,USA,North America,Store12
2021-11-09 00:00:00,Cancerend,Chain Store,183.0,Bayer,Egypt,EMEA,Store05
2021-11-16 00:00:00,Cancerend,Chain Store,180.0,Bayer,Australia,APAC,Store02
2021-11-23 00:00:00,Cancerend,Chain Store,0.0,Bayer,USA,North America,Store10
2021-11-30 00:00:00,Cancerend,Chain Store,596.0,Bayer,Canada,North America,Store02
2021-12-07 00:00:00,Cancerend,Chain Store,561.0,Bayer,South Korea,APAC,Store07
2021-12-14 00:00:00,Cancerend,Chain Store,629.0,Bayer,Canada,North America,Store10
2021-12-21 00:00:00,Cancerend,Chain Store,561.0,Bayer,Egypt,EMEA,Store09
2021-12-28 00:00:00,Cancerend,Chain Store,112.0,Bayer,Canada,North America,Store03
2022-01-04 00:00:00,Cancerend,Chain Store,258.0,Bayer,South Korea,APAC,Store01
2022-01-11 00:00:00,Cancerend,Chain Store,237.0,Bayer,South Korea,APAC,Store07
2022-01-18 00:00:00,Cancerend,Chain Store,69.0,Bayer,Australia,APAC,Store02
2022-01-25 00:00:00,Cancerend,Chain Store,196.0,Bayer,Egypt,EMEA,Store06
2022-02-01 00:00:00,Cancerend,Chain Store,0.0,Bayer,Egypt,EMEA,Store02
2022-02-08 00:00:00,Cancerend,Chain Store,271.0,Bayer,South Korea,APAC,Store03
2022-02-15 00:00:00,Cancerend,Chain Store,0.0,Bayer,Egypt,EMEA,Store05
2022-02-22 00:00:00,Cancerend,Chain Store,177.0,Bayer,Egypt,EMEA,Store08
2022-03-01 00:00:00,Cancerend,Chain Store,163.0,Bayer,USA,North America,Store11
2022-03-08 00:00:00,Cancerend,Chain Store,390.0,Bayer,USA,North America,Store05
2022-03-15 00:00:00,Cancerend,Chain Store,467.0,Bayer,Germany,EMEA,Store02
2022-03-22 00:00:00,Cancerend,Chain Store,497.0,Bayer,Germany,EMEA,Store12
2022-03-29 00:00:00,Cancerend,Chain Store,760.0,Bayer,Egypt,EMEA,Store03
2022-04-05 00:00:00,Cancerend,Chain Store,375.0,Bayer,South Korea,APAC,Store02
2022-04-12 00:00:00,Cancerend,Chain Store,236.0,Bayer,Egypt,EMEA,Store05
2022-04-19 00:00:00,Cancerend,Chain Store,177.0,Bayer,Egypt,EMEA,Store09
2022-04-26 00:00:00,Cancerend,Chain Store,288.0,Bayer,Australia,APAC,Store06
2022-05-03 00:00:00,Cancerend,Chain Store,232.0,Bayer,South Korea,APAC,Store08
2022-05-10 00:00:00,Cancerend,Chain Store,508.0,Bayer,Egypt,EMEA,Store04
2022-05-17 00:00:00,Cancerend,Chain Store,56.0,Bayer,Germany,EMEA,Store09
2022-05-24 00:00:00,Cancerend,Chain Store,268.0,Bayer,USA,North America,Store11
2022-05-31 00:00:00,Cancerend,Chain Store,651.0,Bayer,South Korea,APAC,Store12
2022-06-07 00:00:00,Cancerend,Chain Store,0.0,Bayer,Australia,APAC,Store06
2022-06-14 00:00:00,Cancerend,Chain Store,448.0,Bayer,Canada,North America,Store12
2022-06-21 00:00:00,Cancerend,Chain Store,154.0,Bayer,South Korea,APAC,Store03
2022-06-28 00:00:00,Cancerend,Chain Store,376.0,Bayer,Canada,North America,Store12
2022-07-05 00:00:00,Cancerend,Chain Store,366.0,Bayer,Canada,North America,Store11
2022-07-12 00:00:00,Cancerend,Chain Store,401.0,Bayer,Germany,EMEA,Store12
2022-07-19 00:00:00,Cancerend,Chain Store,337.0,Bayer,Australia,APAC,Store12
2022-07-26 00:00:00,Cancerend,Chain Store,431.0,Bayer,USA,North America,Store09
2022-08-02 00:00:00,Cancerend,Chain Store,472.0,Bayer,Germany,EMEA,Store10
2022-08-09 00:00:00,Cancerend,Chain Store,267.0,Bayer,Egypt,EMEA,Store06
2022-08-16 00:00:00,Cancerend,Chain Store,276.0,Bayer,Germany,EMEA,Store02
2022-08-23 00:00:00,Cancerend,Chain Store,299.0,Bayer,USA,North America,Store12
2022-08-30 00:00:00,Cancerend,Chain Store,100.0,Bayer,Egypt,EMEA,Store10
2022-09-06 00:00:00,Cancerend,Chain Store,0.0,Bayer,Canada,North America,Store08
2022-09-13 00:00:00,Cancerend,Chain Store,404.0,Bayer,USA,North America,Store05
2022-09-20 00:00:00,Cancerend,Chain Store,299.0,Bayer,South Korea,APAC,Store10
2022-09-27 00:00:00,Cancerend,Chain Store,338.0,Bayer,Germany,EMEA,Store02
2022-10-04 00:00:00,Cancerend,Chain Store,197.0,Bayer,South Korea,APAC,Store01
2022-10-11 00:00:00,Cancerend,Chain Store,442.0,Bayer,USA,North America,Store07
2022-10-18 00:00:00,Cancerend,Chain Store,0.0,Bayer,Canada,North America,Store10
2022-10-25 00:00:00,Cancerend,Chain Store,468.0,Bayer,South Korea,APAC,Store12
2022-11-01 00:00:00,Cancerend,Chain Store,199.0,Bayer,Germany,EMEA,Store01
